info @storybook/react v6.4.0
info 
info => Cleaning outputDir: C:\\Users\\mark\\AppData\\Local\\Temp\\chromatic--58512-d9QU5v4gBxJZ
info => Loading presets
info => Compiling manager..
info => Compiling preview..
info => Loading Webpack configuration from `node_modules\react-scripts`
info => Removing existing JavaScript and TypeScript rules.
info => Modifying Create React App rules.
info => Using default Webpack4 setup
<s> [webpack.Progress] 0% compiling
<s> [webpack.Progress] 10% building 0/0 modules 0 active 
<s> [webpack.Progress] 10% building 0/1 modules 1 active multi C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\core-server\node_modules\@storybook\core-client\dist\esm\globals\polyfills.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\core-server\node_modules\@storybook\core-client\dist\esm\globals\globals.js C:\Users\mark\Desktop\sandbox\taskbox\storybook-init-framework-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\frameworks\common\config.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\frameworks\react\config.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\react\dist\esm\client\preview\config-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-links\dist\esm\preset\addDecorator.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-actions\dist\esm\preset\addDecorator.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-actions\dist\esm\preset\addArgs.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-backgrounds\dist\esm\preset\addDecorator.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-backgrounds\dist\esm\preset\addParameter.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-measure\dist\esm\preset\addDecorator.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-outline\dist\esm\preset\addDecorator.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-interactions\dist\esm\preset\argsEnhancers.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\.storybook\preview.js-generated-config-entry.js C:\Users\mark\Desktop\sandbox\taskbox\generated-stories-entry.js
<s> [webpack.Progress] 10% building 1/1 modules 0 active 
<s> [webpack.Progress] 40% building 253/261 modules 8 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\airbnb-js-shims\target\es2016.js
<s> [webpack.Progress] 40% building 254/261 modules 7 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\airbnb-js-shims\target\es2016.js
<s> [webpack.Progress] 40% building 254/262 modules 8 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\store\dist\esm\inferControls.js
<s> [webpack.Progress] 40% building 254/263 modules 9 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-actions\dist\esm\preview\configureActions.js
<s> [webpack.Progress] 40% building 254/264 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\channels\dist\esm\index.js
<s> [webpack.Progress] 40% building 255/264 modules 9 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\channels\dist\esm\index.js
<s> [webpack.Progress] 40% building 255/265 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\store\dist\esm\inferArgTypes.js
<s> [webpack.Progress] 40% building 255/266 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\object-keys-internal.js
<s> [webpack.Progress] 40% building 256/266 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\object-keys-internal.js
<s> [webpack.Progress] 40% building 256/267 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\enum-bug-keys.js
<s> [webpack.Progress] 40% building 257/267 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\enum-bug-keys.js
<s> [webpack.Progress] 40% building 258/267 modules 9 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\enum-bug-keys.js
<s> [webpack.Progress] 40% building 258/268 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\lodash\startCase.js
<s> [webpack.Progress] 41% building 259/268 modules 9 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\lodash\startCase.js
<s> [webpack.Progress] 41% building 260/268 modules 8 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\lodash\startCase.js
<s> [webpack.Progress] 41% building 261/268 modules 7 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\lodash\startCase.js
<s> [webpack.Progress] 41% building 261/269 modules 8 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\blocks\Canvas.js
<s> [webpack.Progress] 41% building 261/270 modules 9 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\blocks\Description.js
<s> [webpack.Progress] 41% building 261/271 modules 10 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\blocks\Anchor.js
<s> [webpack.Progress] 41% building 261/272 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-is\index.js
<s> [webpack.Progress] 41% building 261/273 modules 12 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\theming\dist\esm\index.js
<s> [webpack.Progress] 41% building 261/274 modules 13 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-backgrounds\dist\esm\helpers\index.js
<s> [webpack.Progress] 41% building 262/274 modules 12 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-backgrounds\dist\esm\helpers\index.js
<s> [webpack.Progress] 41% building 263/274 modules 11 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-backgrounds\dist\esm\helpers\index.js
<s> [webpack.Progress] 41% building 263/275 modules 12 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\lib\utils.js
<s> [webpack.Progress] 41% building 263/276 modules 13 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\components\dist\esm\Loader\Loader.js
<s> [webpack.Progress] 41% building 263/277 modules 14 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\components\dist\esm\brand\StorybookIcon.js
<s> [webpack.Progress] 41% building 263/278 modules 15 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\components\dist\esm\brand\StorybookLogo.js
<s> [webpack.Progress] 41% building 263/279 modules 16 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\components\dist\esm\icon\icon.js
<s> [webpack.Progress] 41% building 263/280 modules 17 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\components\dist\esm\addon-panel\addon-panel.js
<s> [webpack.Progress] 41% building 263/281 modules 18 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\components\dist\esm\bar\bar.js
<s> [webpack.Progress] 41% building 263/282 modules 19 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\components\dist\esm\bar\separator.js
<s> [webpack.Progress] 41% building 263/283 modules 20 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\components\dist\esm\bar\button.js
<s> [webpack.Progress] 41% building 263/284 modules 21 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\is-pure.js
<s> [webpack.Progress] 41% building 263/285 modules 22 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\uuid-browser\v4.js
<s> [webpack.Progress] 41% building 264/285 modules 21 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\uuid-browser\v4.js
<s> [webpack.Progress] 41% building 264/286 modules 22 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\shared-store.js
<s> [webpack.Progress] 41% building 265/286 modules 21 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\shared-store.js
<s> [webpack.Progress] 41% building 265/287 modules 22 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\components\dist\esm\tabs\tabs.js
<s> [webpack.Progress] 41% building 265/288 modules 23 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@base2\pretty-print-object\dist\index.js
<s> [webpack.Progress] 41% building 266/288 modules 22 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@base2\pretty-print-object\dist\index.js
<s> [webpack.Progress] 41% building 266/289 modules 23 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\inspect-source.js
<s> [webpack.Progress] 42% building 267/289 modules 22 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\inspect-source.js
<s> [webpack.Progress] 42% building 267/290 modules 23 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\lib\docgen\typeScript\createPropDef.js
<s> [webpack.Progress] 42% building 268/290 modules 22 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\lib\docgen\typeScript\createPropDef.js
<s> [webpack.Progress] 42% building 269/290 modules 21 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\lib\docgen\typeScript\createPropDef.js
<s> [webpack.Progress] 42% building 269/291 modules 22 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\object-create.js
<s> [webpack.Progress] 42% building 269/292 modules 23 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\function.prototype.name\shim.js
<s> [webpack.Progress] 42% building 269/293 modules 24 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-redux\es\utils\useIsomorphicLayoutEffect.js
<s> [webpack.Progress] 42% building 269/294 modules 25 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-redux\es\utils\Subscription.js
<s> [webpack.Progress] 42% building 269/295 modules 26 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\lib\docgen\utils\defaultValue.js
<s> [webpack.Progress] 42% building 269/296 modules 27 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\addon-docs\dist\esm\lib\docgen\flow\createPropDef.js
<s> [webpack.Progress] 42% building 269/297 modules 28 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\components\dist\esm\tooltip\TooltipLinkList.js
<s> [webpack.Progress] 42% building 269/298 modules 29 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\components\dist\esm\tooltip\TooltipNote.js
<s> [webpack.Progress] 42% building 269/299 modules 30 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\components\dist\esm\tooltip\TooltipMessage.js
<s> [webpack.Progress] 42% building 269/300 modules 31 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\components\dist\esm\tooltip\lazy-WithTooltip.js
<s> [webpack.Progress] 42% building 269/301 modules 32 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\components\dist\esm\form\index.js
<s> [webpack.Progress] 42% building 269/302 modules 33 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\components\dist\esm\Button\Button.js
<s> [webpack.Progress] 42% building 269/303 modules 34 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\components\dist\esm\Zoom\Zoom.js
<s> [webpack.Progress] 42% building 269/304 modules 35 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\components\dist\esm\ScrollArea\ScrollArea.js
<s> [webpack.Progress] 42% building 269/305 modules 36 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\components\dist\esm\placeholder\placeholder.js
<s> [webpack.Progress] 42% building 269/306 modules 37 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\components\dist\esm\spaced\Spaced.js
<s> [webpack.Progress] 42% building 270/306 modules 36 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\components\dist\esm\spaced\Spaced.js
<s> [webpack.Progress] 42% building 270/307 modules 37 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\components\dist\esm\ActionBar\ActionBar.js
<s> [webpack.Progress] 42% building 271/307 modules 36 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\components\dist\esm\ActionBar\ActionBar.js
<s> [webpack.Progress] 42% building 271/308 modules 37 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\components\dist\esm\typography\DocumentWrapper.js
<s> [webpack.Progress] 42% building 271/309 modules 38 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\components\dist\esm\typography\DocumentFormatting.js
<s> [webpack.Progress] 42% building 271/310 modules 39 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\components\dist\esm\syntaxhighlighter\lazy-syntaxhighlighter.js
<s> [webpack.Progress] 42% building 271/311 modules 40 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\has.js
<s> [webpack.Progress] 42% building 271/312 modules 41 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\inherit-if-required.js
<s> [webpack.Progress] 42% building 272/312 modules 40 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\inherit-if-required.js
<s> [webpack.Progress] 42% building 272/313 modules 41 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\freezing.js
<s> [webpack.Progress] 42% building 273/313 modules 40 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\freezing.js
<s> [webpack.Progress] 42% building 273/314 modules 41 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\components\dist\esm\typography\link\link.js
<s> [webpack.Progress] 42% building 274/314 modules 40 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\components\dist\esm\typography\link\link.js
<s> [webpack.Progress] 42% building 274/315 modules 41 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-redux\es\hooks\useReduxContext.js
<s> [webpack.Progress] 42% building 274/316 modules 42 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-element-to-jsx-string\node_modules\is-plain-object\dist\is-plain-object.mjs
<s> [webpack.Progress] 42% building 274/317 modules 43 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.array.includes.js
<s> [webpack.Progress] 42% building 274/318 modules 44 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\modules\es.string.includes.js
<s> [webpack.Progress] 42% building 274/319 modules 45 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\@storybook\components\dist\esm\Badge\Badge.js
<s> [webpack.Progress] 42% building 274/320 modules 46 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-redux\es\connect\selectorFactory.js
<s> [webpack.Progress] 42% building 274/321 modules 47 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\object-get-own-property-descriptor.js
<s> [webpack.Progress] 42% building 274/322 modules 48 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\create-property.js
<s> [webpack.Progress] 42% building 274/323 modules 49 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\own-keys.js
<s> [webpack.Progress] 43% building 275/323 modules 48 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\own-keys.js
<s> [webpack.Progress] 43% building 275/324 modules 49 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\correct-is-regexp-logic.js
<s> [webpack.Progress] 43% building 275/325 modules 50 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\object-to-array.js
<s> [webpack.Progress] 43% building 275/326 modules 51 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\collection-strong.js
<s> [webpack.Progress] 43% building 275/327 modules 52 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\not-a-regexp.js
<s> [webpack.Progress] 43% building 276/327 modules 51 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\not-a-regexp.js
<s> [webpack.Progress] 43% building 277/327 modules 50 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\not-a-regexp.js
<s> [webpack.Progress] 43% building 277/328 modules 51 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-redux\es\connect\mergeProps.js
<s> [webpack.Progress] 43% building 278/328 modules 50 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-redux\es\connect\mergeProps.js
<s> [webpack.Progress] 43% building 279/328 modules 49 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-redux\es\connect\mergeProps.js
<s> [webpack.Progress] 43% building 280/328 modules 48 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-redux\es\connect\mergeProps.js
<s> [webpack.Progress] 43% building 281/328 modules 47 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-redux\es\connect\mergeProps.js
<s> [webpack.Progress] 43% building 282/328 modules 46 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-redux\es\connect\mergeProps.js
<s> [webpack.Progress] 43% building 283/328 modules 45 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-redux\es\connect\mergeProps.js
<s> [webpack.Progress] 43% building 283/329 modules 46 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-redux\es\connect\mapStateToProps.js
<s> [webpack.Progress] 44% building 284/329 modules 45 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-redux\es\connect\mapStateToProps.js
<s> [webpack.Progress] 44% building 285/329 modules 44 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-redux\es\connect\mapStateToProps.js
<s> [webpack.Progress] 44% building 285/330 modules 45 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\uid.js
<s> [webpack.Progress] 44% building 286/330 modules 44 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\uid.js
<s> [webpack.Progress] 44% building 287/330 modules 43 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\core-js\internals\uid.js
<s> [webpack.Progress] 44% building 287/331 modules 44 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\react-redux\es\connect\mapDispatchToProps.js
<s> [webpack.Progress] 44% building 287/332 modules 45 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\synchronous-promise\index.js
<s> [webpack.Progress] 44% building 288/332 modules 44 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\synchronous-promise\index.js
<s> [webpack.Progress] 44% building 289/332 modules 43 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\synchronous-promise\index.js
<s> [webpack.Progress] 44% building 290/332 modules 42 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\synchronous-promise\index.js
<s> [webpack.Progress] 44% building 291/332 modules 41 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\synchronous-promise\index.js
<s> [webpack.Progress] 45% building 292/332 modules 40 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\synchronous-promise\index.js
<s> [webpack.Progress] 45% building 293/332 modules 39 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\synchronous-promise\index.js
<s> [webpack.Progress] 45% building 294/332 modules 38 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\synchronous-promise\index.js
<s> [webpack.Progress] 45% building 295/332 modules 37 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\synchronous-promise\index.js
<s> [webpack.Progress] 45% building 296/332 modules 36 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\synchronous-promise\index.js
<s> [webpack.Progress] 45% building 297/332 modules 35 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\synchronous-promise\index.js
<s> [webpack.Progress] 45% building 298/332 modules 34 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\synchronous-promise\index.js
<s> [webpack.Progress] 45% building 299/332 modules 33 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\synchronous-promise\index.js
<s> [webpack.Progress] 46% building 300/332 modules 32 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\synchronous-promise\index.js
<s> [webpack.Progress] 46% building 301/332 modules 31 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\synchronous-promise\index.js
<s> [webpack.Progress] 46% building 302/332 modules 30 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\synchronous-promise\index.js
<s> [webpack.Progress] 46% building 303/332 modules 29 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\synchronous-promise\index.js
<s> [webpack.Progress] 46% building 304/332 modules 28 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\synchronous-promise\index.js
<s> [webpack.Progress] 46% building 305/332 modules 27 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\synchronous-promise\index.js
<s> [webpack.Progress] 46% building 306/332 modules 26 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\synchronous-promise\index.js
<s> [webpack.Progress] 46% building 307/332 modules 25 active C:\Users\mark\Desktop\sandbox\taskbox\node_modules\synchronous-promise\index.js
